Time (s);Linear Acceleration x (m/s^2);Linear Acceleration y (m/s^2);Linear Acceleration z (m/s^2);Absolute acceleration (m/s^2)
14,25912904;-0,863818524;-1,641603456;-0,304487323;1,879828949
14,26914904;-0,969400235;-1,601563477;-0,42269522;1,919222143
14,27916904;-1,131590303;-1,624336043;-0,445834406;2,029219681
14,28918904;-1,325554433;-1,47489466;-0,319629858;2,008624419
14,29920904;-1,40570748;-1,348940957;0,017013643;1,948318426
14,30922904;-1,41742033;-1,273901299;0,430109489;1,953688585
14,31924904;-1,299450708;-1,140919243;0,720360596;1,873282747
14,32926904;-1,089018772;-1,119960483;0,696016883;1,710179193
14,33928904;-0,992826228;-0,998645377;0,542031628;1,508905164
14,34930904;-1,022546748;-0,921973761;0,379629307;1,428200223
14,35932904;-1,032773235;-0,824215917;0,212536349;1,338328858
14,36934904;-0,981403107;-0,673371786;0,155916005;1,200371368
14,37936904;-0,744311376;-0,610931709;0,199848475;0,983451265
14,38938904;-0,478842815;-0,535069934;0,305004217;0,780139634
14,39940904;-0,379290753;-0,478958883;0,648156254;0,890712982
14,40942904;-0,524916244;-0,427115715;0,916143503;1,138983676
14,41944904;-0,755819866;-0,422087694;1,062971181;1,370886364
14,42946904;-0,904394692;-0,371246154;1,134241138;1,497416584
14,43948904;-0,993678752;-0,481712337;1,044998594;1,520350715
14,44950904;-1,104381454;-0,558930082;0,783636825;1,464973688
14,45952904;-1,138590297;-0,704607028;0,490949183;1,426145164
14,46954904;-1,207887696;-0,787264438;0,377257091;1,490335833
14,47956904;-0,912560621;-0,937451926;0,541703015;1,415989109
14,48958904;-0,495692737;-1,091079916;0,747738429;1,412543603
14,49960904;-0,314715858;-1,145927968;0,811645573;1,439084957
14,50962904;-0,164016446;-1,199646338;0,870874944;1,4914677
14,51964904;-0,311364526;-1,201174216;0,783385395;1,46746722
14,52966904;-0,453763815;-1,218908821;0,550723515;1,412422282
14,53968904;-0,479657333;-1,141829655;0,235562684;1,260688659
14,54970904;-0,482620117;-1,125777293;0,150958736;1,234133393
14,55972904;-0,572990589;-1,097645169;0,138057439;1,245874388
14,56974904;-0,723475116;-1,000030582;0,208471364;1,251773828
14,57976904;-0,771282243;-0,971150599;0,457004342;1,321689356
14,58978904;-0,783532745;-0,909441424;0,752886318;1,4169845
14,59980904;-0,711534809;-0,862982957;0,910852357;1,442453945
14,60982904;-0,58863423;-0,79836947;0,93210991;1,361143986
14,61984904;-0,622531708;-0,714956015;0,912655638;1,315921025
14,62986904;-0,821935211;-0,68575502;0,852575498;1,368474485
14,63988904;-1,003695617;-0,635186545;0,742442606;1,400745466
14,64990904;-1,166446725;-0,577830622;0,628400851;1,445466644
14,65992904;-1,22573603;-0,602536862;0,531552249;1,465614983
14,66994904;-1,021636629;-0,557990434;0,407304178;1,233284809
14,67996904;-0,551675441;-0,5492009;0,249608865;0,817479056
14,68998904;-0,238120256;-0,504211838;0,249171494;0,610751395
14,70000904;-0,160521857;-0,450739635;0,383993669;0,613501934
14,71002904;-0,104790291;-0,271813082;0,653646789;0,715623841
14,72004904;0,14191017;-0,13719439;1,058216225;1,076467545
14,73006904;0,264267835;-0,056277696;1,440266279;1,465391286
14,74008904;0,507064109;0,033487589;1,705255076;1,77936233
14,75010904;0,82991666;0,230318901;1,89237884;2,079159959
14,76012904;1,142078454;0,359235973;2,235281201;2,535719962
14,77014904;1,59459535;0,400369381;2,537864671;3,02386955
14,78016904;1,950679381;0,484553499;2,565595091;3,25917479
14,79018892;2,051207052;0,453368543;2,280822825;3,100829915
14,80020892;1,93048953;0,467725797;1,795646013;2,677667241
14,81022892;1,750879145;0,432354235;1,203973863;2,168423627
14,82024892;1,532851092;0,370525192;0,59138973;1,68423965
14,83026892;1,14414983;0,341689063;0,128586704;1,200984925
14,84028892;0,743060364;0,301084244;-0,152764356;0,816166267
14,85030892;0,531899866;0,2257838;-0,332663301;0,666753825
14,86032892;0,421349775;0,26806911;-0,511724925;0,715023832
14,87034892;0,378094705;0,309852144;-0,632912562;0,799713867
14,88036892;0,315643518;0,311638468;-0,526681518;0,688580269
14,89038892;0,310157953;0,306431522;-0,243692653;0,499484076
14,90040892;0,443646378;0,334642584;0,090000928;0,562945765
14,91042892;0,649777687;0,396516066;0,401057013;0,860396862
14,92044892;0,737835877;0,34844669;0,541162148;0,979118659
14,93046892;0,73088997;0,355250511;0,28098327;0,859857355
14,94048892;0,497020639;0,516751192;-0,098702754;0,723742733
14,95050892;0,226449798;0,577116092;-0,003656264;0,619964405
14,96052992;0,11609062;0,572844701;0,092207083;0,591718032
14,97054892;0,224972499;0,562659436;0,00898834;0,606035524
14,98056992;0,248895213;0,607777721;-0,141887366;0,671918604
14,99058892;0,064716983;0,624177992;-0,199506998;0,658475129
15,00060992;0,081702852;0,593598808;-0,135834328;0,614398784
15,01062992;0,193212178;0,547299385;-0,137684972;0,596510448
15,02064992;0,103241656;0,477288333;-0,231756731;0,540531382
15,03066992;-0,085295089;0,443034174;-0,267059296;0,524285418
15,04068992;-0,13640297;0,377261184;-0,222795873;0,458878821
15,05070992;-0,235734884;0,249777265;-0,378542894;0,511130454
15,06072992;-0,432061874;0,17983521;-0,692522002;0,835825873
15,07074992;-0,532319111;0,10949613;-0,907325317;1,057635225
15,08076992;-0,666864128;0,009095929;-1,17718309;1,352978392
15,09078992;-0,991097206;-0,037685305;-1,55077807;1,840816796
15,10080992;-1,218566759;-0,098077102;-1,75873371;2,141884293
15,11082992;-1,399297763;-0,105774377;-1,819696196;2,297937486
15,12084992;-1,484917957;-0,129288955;-1,674269511;2,241623377
15,13086992;-1,188956166;-0,128632312;-1,472924733;1,897279712
15,14088992;-0,962968883;-0,036033466;-1,245352854;1,574646376
15,15090992;-0,964299124;0,005184141;-0,967092631;1,365711475
15,16092992;-1,159539117;0,042025108;-0,791225342;1,40439831
15,17094992;-1,347607791;0,068687242;-0,875324675;1,608402308
15,18096992;-1,317663615;0,000923275;-0,782393707;1,532441897
15,19098992;-0,898782242;-0,025979764;-0,689192598;1,132903749
15,20100992;-0,388063623;0,079677084;-0,644388893;0,756425051
15,21102992;-0,208663153;0,135409235;-0,643433458;0,689842436
15,22104992;-0,305655304;0,088286524;-0,659055464;0,731829065
15,23106992;-0,54228569;0,134790015;-0,740187335;0,927426228
15,24108992;-0,65307727;0,181881736;-0,854264174;1,090576987
15,25110992;-0,724188476;0,174599029;-0,832790859;1,117351504
15,26112992;-0,765282415;0,205094013;-0,67691286;1,042080491
15,27114992;-0,608705967;0,20485837;-0,432914983;0,774535531
15,28116992;-0,392466284;0,144170703;-0,276499625;0,501265417
15,29118992;-0,322624509;0,053599672;-0,384780704;0,504990781
15,30120992;-0,469951247;-0,071991504;-0,44428314;0,650710734
15,31122992;-0,789905625;-0,279081756;-0,600262295;1,030607755
15,32124992;-0,9853874;-0,473160784;-0,609586265;1,251584943
15,33126992;-1,112309402;-0,654115151;-0,612587056;1,428412313
15,34128992;-1,285163329;-0,846276292;-0,751795812;1,712607745
15,35130992;-1,303180939;-0,96694879;-0,783995259;1,802198405
15,36132992;-0,978381851;-1,030482296;-0,68286708;1,576525375
15,37134992;-0,432820258;-1,18748296;-0,494500197;1,357195491
15,38136992;-0,160000578;-1,305528889;-0,429334148;1,383594476
15,39138992;-0,019286456;-1,336544275;-0,710833728;1,513937632
15,40140992;0,069309678;-1,26991993;-0,951087048;1,588101707
15,41142992;0,072635867;-1,131008797;-0,894621656;1,443885306
15,42144992;-0,177751848;-1,0928984;-0,663772413;1,290974999
15,43146992;-0,603748697;-0,995190842;-0,53434254;1,280796335
15,44148992;-0,861376434;-0,82139639;-0,558082235;1,314578705
15,45150992;-1,094520125;-0,685583696;-0,679858103;1,459522644
15,46152992;-1,329291096;-0,565446804;-0,965554229;1,737538453
15,47154992;-1,44141321;-0,511894494;-1,337772775;2,032078742
15,48156992;-1,446352061;-0,529482919;-1,69413601;2,289625137
15,49158992;-1,471846506;-0,492137337;-1,977921851;2,514101459
15,50160992;-1,432109998;-0,447438297;-2,165772425;2,63471256
15,51162992;-1,346561725;-0,37043573;-2,198277681;2,604395491
15,52164992;-1,336440779;-0,371478873;-2,208416169;2,607905766
15,53166992;-1,692998727;-0,598211676;-2,228566843;2,86192454
15,54168992;-2,396763756;-0,907834024;-2,316969143;3,454994229
15,55170992;-2,605663136;-0,958603351;-2,436537101;3,693929319
15,56172992;-2,095448547;-0,712317459;-2,48029357;3,324177638
15,57174992;-2,035015819;-0,749363371;-2,65166669;3,425517637
15,58176992;-2,703998685;-1,20955503;-3,131680995;4,310691141
15,59178992;-3,431844887;-1,41960485;-3,820894643;5,328421261
15,60180992;-3,873932397;-1,445917028;-4,651204528;6,223482292
15,61182992;-4,066504598;-1,586696931;-5,130925303;6,736502153
15,62184992;-3,925582607;-1,900831575;-5,139083338;6,740440419
15,63186992;-3,362778745;-2,01158281;-4,468843905;5,943510086
15,64188992;-2,070402583;-2,551671993;-2,836865551;4,341129228
15,65190992;0,061644271;-2,58491663;-0,782066263;2,70133701
15,66192992;2,407038483;-1,644377375;0,94715538;3,065112481
15,67194992;4,048686962;-0,326189118;1,964072136;4,511745207
15,68196992;4,408611152;0,178156329;2,076702958;4,876503578
15,69198992;4,026198571;0,500071132;1,179287503;4,22505208
15,70200992;3,698088496;0,663464264;-0,526525982;3,793846724
15,71202992;3,286997661;0,467317807;-2,404625337;4,099385633
15,72204992;2,250983899;-0,520049898;-3,809221262;4,455058589
15,73206992;1,229646063;-1,875863087;-4,326119218;4,873007209
15,74208992;0,803154831;-2,379672344;-4,276385726;4,959372241
15,75210992;0,723337414;-2,275508291;-3,493229542;4,231289121
15,76212992;1,190893056;-1,666984172;-1,53396791;2,559320232
15,77214992;2,740230665;-1,143214568;1,448531903;3,303641675
15,78216992;4,187542839;-0,901946463;3,683490922;5,649524566
15,79219004;4,498749197;-0,847812356;5,16257979;6,899982624
15,80221004;3,603510953;-1,047483076;5,444626669;6,612599454
15,81223004;2,573016085;-1,005576666;4,803822119;5,5415073
15,82225004;1,888450389;-1,029583579;3,816340832;4,380724205
15,83227004;0,896389854;-1,023704204;2,729132942;3,049533027
15,84229004;-0,696880517;-1,214265547;1,785688205;2,269089165
15,85231004;-2,288613655;-1,150561886;1,202044866;2,829568337
15,86233004;-3,318103094;-0,589021608;1,112919266;3,548991954
15,87235004;-3,548800602;0,126982228;1,410922612;3,821100995
15,88237004;-3,328557916;0,314711764;1,728358009;3,763716608
15,89239004;-3,274162146;-0,068974925;1,641245606;3,663138331
15,90241004;-3,632887656;-0,403801112;1,288176107;3,8756065
15,91243004;-3,864692335;-0,260806868;0,860117236;3,967829221
15,92245004;-3,855194702;-0,035002018;0,47102655;3,884020771
15,93247004;-3,768474355;-0,045204824;0,238240124;3,776268104
15,94249004;-3,434429649;-0,169927104;0,150796183;3,441935752
15,95251004;-2,500166502;-0,194941492;0,24085266;2,51929449
15,96253004;-1,161034396;0,026244058;0,725691503;1,369422424
15,97255004;0,251567683;0,404592825;1,571339804;1,641977598
15,98257004;1,387460659;0,581965188;2,438078427;2,864953224
15,99259004;1,967444664;0,596764491;2,988754579;3,627619095
16,00261004;2,13722968;0,512446471;2,978993238;3,701993085
16,01263004;2,374633506;-0,290020142;2,455983186;3,428534583
16,02265004;2,402815478;-1,183277643;1,552143395;3,095612592
16,03267004;2,373677048;-1,440018942;0,436703979;2,810463956
16,04269004;2,23133433;-1,048092356;-0,740458061;2,574029646
16,05271004;1,720644509;-0,264794084;-1,553462527;2,333233648
16,06273004;0,888596831;0,025950528;-1,686987205;1,906883213
16,07275004;-0,002114938;0,038265349;-1,302702929;1,303266524
16,08277004;-0,482697154;0,192833571;-0,739435968;0,903851138
16,09279004;-0,642045767;0,746557292;-0,16361328;0,998168254
16,10281004;-0,427966046;1,148899523;0,376106944;1,282412369
16,11283004;-0,355279747;0,914751281;0,702014372;1,206572742
16,12285004;-0,676057851;0,451650047;0,643843932;1,03710028
16,13287004;-0,972548376;-0,143157966;0,272562695;1,020115175
16,14289004;-1,18235159;-0,771161206;-0,119862074;1,416690441
16,15291004;-0,743363835;-0,908765486;-0,327694922;1,218945635
16,16293004;-0,075008667;-0,865897209;-0,308819525;0,922373989
16,17295004;0,324891475;-1,090677627;0,124163285;1,14479198
16,18297004;0,531241615;-1,498965307;0,897841133;1,826262124
16,19299004;0,684012915;-1,746275048;1,659240412;2,504082458
16,20301004;0,833094549;-1,850506344;2,141919293;2,950633579
16,21303004;0,711887104;-1,985161874;2,201424068;3,048592928
16,22305104;0,221036812;-2,14774429;1,79920112;2,810478158
16,23307004;-0,190641486;-2,413644667;1,057762481;2,642136677
16,24309004;-0,265502182;-2,796291137;0,041260293;2,80917033
16,25311104;0,217732075;-2,805941967;-0,995534073;2,985264757
16,26313104;0,951584719;-2,760131956;-1,597792023;3,328179869
16,27315104;1,606958557;-2,569799824;-1,666433657;3,458784189
16,28317104;2,472460055;-2,552407281;-1,534487727;3,870722702
16,29319104;3,30635253;-2,419736881;-1,403263344;4,330847681
16,30321104;3,361508438;-2,038730555;-1,30168259;4,141320903
16,31323104;2,700992047;-1,720875912;-1,15092266;3,403144856
16,32325104;2,319562383;-1,602416001;-0,898773179;2,959036991
16,33327104;2,26656015;-1,861114363;-0,858212214;3,055743738
16,34329104;1,981658222;-2,032661145;-1,212952262;3,087059091
16,35331104;1,367951863;-1,973831139;-1,724676602;2,956655382
16,36333104;0,354052124;-1,945254042;-1,942326341;2,771641718
16,37335104;-0,844718448;-1,885992512;-1,529607056;2,571033791
16,38337104;-1,367902308;-1,831618668;-0,736132291;2,401639944
16,39339104;-0,86938215;-1,958329586;-0,149390513;2,147835565
16,40341104;-0,087344026;-2,108089643;-0,049966212;2,110489882
16,41343104;0,301339255;-2,406443236;-0,467831631;2,469947536
16,42345104;0,325680045;-2,536487651;-1,337486261;2,88594986
16,43347104;0,7917149;-2,138626142;-2,377670842;3,294518613
16,44349104;9,540859095;2,926214515;-1,250662125;10,05757821
16,45351104;16,82433744;3,08385428;5,503486496;17,9682178
16,46353104;3,446460295;-4,503997951;8,334070968;10,0807155
16,47355104;-3,158199288;-4,14153373;5,363430478;7,476156156
16,48357104;-1,029860445;0,949018303;2,227318463;2,631006615
16,49359104;-0,470190252;2,872922992;2,140618873;3,61344912
16,50361104;-3,356270794;-0,01814391;3,229598469;4,657809476
16,51363104;-5,307760307;-2,406862482;4,959203104;7,652385374
16,52365104;-4,267139524;-2,00223165;5,777209863;7,456109247
16,53367104;-2,240944522;-1,964843384;4,56698942;5,453424084
16,54369104;-1,095992454;-1,741703694;1,506918105;2,550594714
16,55371104;-1,826309104;-1,290729586;-1,772902098;2,853869243
16,56373104;-3,961519302;-1,336741911;-5,528548831;6,931476488
16,57375104;-4,5006703;-0,917270846;-8,308040333;9,49320563
16,58377104;-4,379640538;0,245916933;-8,845331624;9,873277972
16,59379104;-5,013709095;0,765817435;-7,243679854;8,842774059
16,60381104;-6,925202483;1,233663685;-4,220869921;8,203419922
16,61383104;-8,644658691;1,963247679;-0,819081477;8,902547939
16,62385104;-8,786218613;1,873291774;2,12790878;9,232272492
16,63387104;-7,37145555;1,296416588;3,610227649;8,309801235
16,64389104;-5,504870532;0,84661777;3,080634218;6,364799164
16,65391104;-2,544199252;1,055906575;4,662852182;5,415725159
16,66393104;4,894540793;2,507322325;18,96726596;19,7484271
16,67395104;10,35487747;2,142022789;19,05141909;21,78917893
16,68397104;3,046736739;-1,220733737;2,330687295;4,025530882
16,69399104;-2,097415843;-1,288196572;-6,72295548;7,15938084
16,70401104;-2,25284916;0,662354463;-6,216315878;6,645045212
16,71403104;-2,716009744;1,420036667;-3,165297807;4,405941814
16,72405104;-2,280406649;0,929197412;-0,989480451;2,653814967
16,73407104;-1,063645584;0,005505154;-0,090524839;1,067505026
16,74409104;-0,377550475;-0,064352117;-0,575464838;0,69126358
16,75411104;-0,4577063;-0,01044839;-0,922484808;1,029845837
16,76413104;-1,485637456;-0,036074397;-0,494963881;1,566336253
16,77415104;-2,269919522;0,012651036;0,44145718;2,312483325
16,78417104;-2,17409272;-0,083823929;1,025937256;2,405463128
16,79419092;-2,674098948;-0,920741753;0,941820381;2,980871716
16,80421092;-2,050024452;-1,411320807;-0,871353246;2,636983723
16,81423092;0,81977291;-1,30313153;-1,327227906;2,032661635
16,82425092;3,330622568;-1,155593415;-2,000758737;4,053575996
16,83427092;3,134215763;-0,066105697;-0,068864998;3,135669115
16,84429092;1,569228082;1,415813223;4,30641761;4,797107096
16,85431092;-0,482229596;0,467584879;-0,70247104;0,9719293
16,86433092;-4,544960912;0,254893579;2,14552761;5,032388017
16,87435092;-3,928923414;-0,473529158;1,950834625;4,412077151
16,88437092;-2,767484245;-0,336764538;-0,376189975;2,813165174
16,89439092;-2,08335899;-0,527404234;-0,543974658;2,216855506
16,90441092;-2,343518279;-0,389350888;-0,975924266;2,568287408
16,91443092;-4,314637626;-0,224701481;-3,331416035;5,455723728
16,92445092;-8,866550585;-0,259446806;-8,901291817;12,56646442
16,93447092;-10,96465903;2,155310002;-13,07156754;17,19694702
16,94449092;-4,846489252;1,780221643;-13,31510991;14,28109937
16,95451092;-2,370247217;-2,325407259;-9,962111807;10,50091722
16,96453092;-0,095572703;-3,431979958;-8,241832895;8,928349794
16,97455092;4,515021999;-2,994515841;-4,809985962;7,244895701
16,98457092;16,7627838;0,022486053;6,363062865;17,92986323
16,99459092;23,95408254;3,587648041;16,39009865;29,24559151
17,00461092;15,67918364;0,900872329;16,75285055;22,96315249
17,01463092;6,130056583;-1,988239263;5,65790386;8,575696191
17,02465092;2,342393713;-0,512910156;-0,751289151;2,512831177
17,03467192;1,673532908;0,310621637;-1,059498812;2,00492791
17,04469092;0,672781145;2,232288596;-0,40048574;2,365615284
17,05471192;-0,410678424;2,593452981;-0,344810015;2,648310608
17,06473192;-2,245415888;1,142282814;-1,505389936;2,934774505
17,07475192;-3,67000315;1,926661651;-0,194756135;4,149563614
17,08477192;-3,498100565;1,782593858;0,896801498;4,027232468
17,09479192;-1,295354149;1,51137076;0,634850622;2,089310714
17,10481192;1,667010485;0,74621406;-1,331082975;2,259987006
17,11483192;0,57652958;0,785342458;-0,964383324;1,370833443
17,12485192;-0,427572419;1,719125841;2,34039075;2,935241164
17,13487192;1,758748036;1,342824769;-0,702777726;2,321695403
17,14489192;2,383272767;0,615261573;-1,449846357;2,856674701
17,15491192;3,326673358;0,61933065;-5,075627015;6,100189807
17,16493192;3,470602864;-1,526920261;-2,304505802;4,437039183
17,17495192;1,402253822;-2,12207092;2,009599727;3,241603281
17,18497192;1,110797092;-3,722459691;6,63998232;7,692850027
17,19499192;1,998318401;-3,944815269;0,760427764;4,486991679
17,20501192;-0,994378152;-0,551657315;-0,838814953;1,413054927
17,21503192;-4,313874272;-1,790142614;-0,384193059;4,686333974
17,22505192;-5,240803256;-0,460658267;-0,441771176;5,279525223
17,23507192;-2,612897019;-0,824243984;-0,145134324;2,743660502
17,24509192;-2,903025919;-0,933844194;-0,322640589;3,06654878
17,25511192;-2,979896632;0,323149297;-0,007294986;2,997375957
17,26513192;-3,244154527;0,068385526;1,011693438;3,398932007
17,27515192;-2,501076329;0,239594924;1,05231463;2,723996074
17,28517192;-1,853007345;0,332747501;0,967309563;2,116611658
17,29519192;-2,080815597;-0,720798553;1,110041267;2,466076989
17,30521192;-2,545312269;-1,017314951;0,74797758;2,841305109
17,31523192;-2,59924991;-1,30843554;0,165869136;2,91472404
17,32525192;-2,688607937;-1,385856768;-0,149359522;3,028451731
17,33527192;-1,441569477;-1,460188912;-0,576128497;2,131243361
17,34529192;-0,347731357;-1,980699863;-1,312907198;2,401627439
17,35531192;-0,738188026;-1,856900859;-1,598852708;2,559166338
17,36533192;-0,062910266;-1,652117334;-1,77783364;2,427785377
17,37535192;0,418702083;-1,572847216;-1,729611652;2,375019214
17,38537192;1,182372859;-1,668687174;-1,610823712;2,603320091
17,39539192;2,147154306;-1,833933581;-1,239859979;3,083964455
17,40541192;2,599348436;-1,079381976;-0,569614699;2,871609069
17,41543192;2,730095978;-1,273464512;-0,192988522;3,018671974
17,42545192;2,998835472;-0,596242334;0,387922997;3,082045321
17,43547192;3,231466654;1,777773414;0,825410503;3,779438787
17,44549192;3,267255707;0,9842852;1,501958497;3,728224314
17,45551192;1,298655779;-1,528139405;0,047068917;2,005974167
17,46553192;2,005661627;-1,065085534;-1,207885065;2,572172639
17,47555192;2,75579683;-0,867104659;-0,016221346;2,889039597
17,48557192;1,520866346;-0,783236291;0,819854479;1,897012097
17,49559192;-0,03506049;0,417582999;0,047831978;0,421773277
17,50561192;0,771903217;-1,014540448;-0,78409934;1,496642466
17,51563192;0,735180218;-0,87171285;-0,854550102;1,425001447
17,52565192;-0,043818596;2,411243801;-0,027183121;2,411795111
17,53567192;-0,766941416;2,869421679;0,235470883;2,979467476
17,54569192;-0,08121037;0,718152103;0,011073457;0,722814076
17,55571192;-0,030307581;-0,838989492;0,833860899;1,183277616
17,56573192;0,246621523;-0,347343321;1,299611506;1,367647479
17,57575192;1,007334193;0,769569009;0,762890319;1,479513526
17,58577192;0,318468601;0,909019255;-0,17119478;0,978287232
17,59579192;-0,137077007;1,743943178;-0,165990758;1,757179799
17,60581192;-0,025631124;2,598368735;0,354339514;2,622543332
17,61583192;-0,95282104;2,543548749;0,564201347;2,774136142
17,62585192;-0,964398381;2,123849643;0,93348459;2,512408212
17,63587192;0,152346426;2,891354585;1,006036842;3,065167352
17,64589192;0,606435931;2,406758401;0,584677126;2,549921152
17,65591192;-0,242684885;1,636745004;0,427933155;1,709080732
17,66593192;-2,024377395;0,890083632;0,396254695;2,246635371
17,67595192;-2,297057911;-0,524611604;-0,369127707;2,384941854
17,68597192;-1,336692794;-1,26547897;-1,043687648;2,116002967
17,69599192;-0,019252835;0,258807705;-1,31193042;1,33735318
17,70601192;1,01706279;1,285002823;-1,443606209;2,183952348
17,71603292;1,275883505;1,338434095;-1,721518521;2,526442274
17,72605292;1,219244159;-0,624050522;-1,483789152;2,019313155
17,73607292;-0,104964099;-2,818495939;-0,958536401;2,978880469
17,74609292;0,94049701;-0,869857528;-1,402121383;1,899244881
17,75611292;1,550851599;-0,064947363;-1,870182225;2,430419798
17,76613292;1,897484629;-0,351864973;-1,622274315;2,52111698
17,77615292;2,286210157;-0,415423037;-1,074807699;2,560184519
17,78617292;0,67398801;-0,678568792;-0,03378989;0,957004284
17,79619267;0,030727703;-0,452016082;0,602113523;0,753527322
17,80621267;0,180899623;0,104987926;0,667256476;0,699269864
17,81623267;0,457499747;-0,043475803;0,476842191;0,66224968
17,82625267;0,155521245;-0,870321212;0,650486369;1,097623973
17,83627267;-0,026019598;-1,163421083;1,113797518;1,610829149
17,84629267;-0,210887507;-0,424461079;1,499877473;1,572982257
17,85631267;-0,720840726;0,464081227;1,615024937;1,828466101
17,86633267;-1,058497184;0,537963136;1,331260146;1,783836932
17,87635267;-0,505780901;0,788069599;0,749483531;1,199413847
17,88637267;0,304253435;0,750780736;0,430253623;0,917256804
17,89639267;1,417473832;1,112801737;-0,16025347;1,809210034
17,90641267;-1,022021668;0,260773539;1,176566793;1,580139407
17,91643267;1,316549721;2,947598952;-2,803291424;4,275521671
17,92645267;4,077438891;12,86506259;-2,912352813;13,80641671
17,93647267;-4,23683399;-7,886488245;4,831215155;10,17291005
17,94649267;-3,670816498;-6,868761064;9,480124651;12,26896637
17,95651267;-7,424452958;-2,699943641;3,475135918;8,630687518
17,96653267;-2,018583243;1,844976048;-3,350479712;4,324850197
17,97655267;-3,322559257;0,7111027;-0,690473723;3,467249779
17,98657267;-4,313556183;-1,330330439;-2,32831815;5,079134909
17,99659267;-0,783091718;-1,563616802;-4,023560892;4,387159946
18,00661267;1,562157775;-1,211683416;-3,559721155;4,07187037
18,01663267;2,011844473;-1,212184523;-2,623436333;3,52126791
18,02665267;3,207677549;-0,411119487;-1,898485819;3,749995053
18,03667267;3,607024544;0,805536987;-1,518555234;3,995688414
18,04669267;3,062120179;1,197020354;-1,722290938;3,711566218
18,05671267;2,285536119;0,675714766;-2,165527427;3,220213476
18,06673267;1,633433726;-0,3098691;-1,851285632;2,488249
18,07675267;1,169370625;-0,492170082;-0,403886481;1,331459101
18,08677267;1,163225201;-0,668274184;0,534347949;1,444025964
18,09679267;0,778314982;-1,191530403;1,160848747;1,83659705
18,10681267;0,333326083;-1,132593393;1,417518271;1,844785115
18,11683267;0,174994008;-0,891436093;1,803725111;2,019580522
18,12685267;0,183555794;-0,477409371;1,893147165;1,961024891
18,13687267;0,292965239;-0,458056256;1,773019189;1,854519131
18,14689267;0,392688624;-0,737833831;1,5983038;1,803656884
18,15691267;0,179501773;-1,122102318;1,227079135;1,672440643
18,16693267;0,002855488;-0,684349349;0,580434387;0,897355149
18,17695267;-0,209358095;-0,400647708;-0,09428109;0,461777351
18,18697267;-0,268277563;-0,043620813;-0,657435858;0,711405323
18,19699267;-0,487439392;0,782558599;-0,810181576;1,227350523
18,20701267;-0,664607687;0,679662806;-1,105318471;1,45786619
18,21703267;-1,115859246;0,920865714;-1,142978048;1,843782617
18,22705267;-1,168384346;1,356466323;-0,88279632;1,996109268
18,23707267;-1,647630912;0,198120039;-1,409585938;2,177354286
18,24709267;-1,635977703;-0,001267676;-1,724662569;2,377159151
18,25711267;-0,697642409;0,323489605;-3,518341579;3,601399439
18,26713267;-1,411779521;-0,807146725;-4,735345377;5,006805677
18,27715267;-1,932754011;-2,724293202;-1,421378018;3,630100134
18,28717267;-0,742199508;2,269213178;-2,092538242;3,174729099
18,29719267;-2,391859404;1,638137811;-1,352433645;3,198994163
18,30721267;-2,25315804;1,325740374;-0,888283274;2,761042533
18,31723267;-1,5122246;0,433661672;0,615184097;1,689182394
18,32725267;-1,198048148;-0,727284869;2,355851665;2,741222303
18,33727267;0,233789662;0,267732895;1,759686514;1,79522565
18,34729267;1,638311765;-0,591251736;1,44374698;2,262310633
18,35731267;2,25326826;-0,883090947;1,128286772;2,670224431
18,36733267;2,801991003;0,187973365;0,915725427;2,953817974
18,37735267;3,431467157;0,731268577;0,956152783;3,636474766
18,38737267;6,982123373;-0,792357363;1,142402389;7,119196598
18,39739267;5,842325041;5,34348738;-0,81524585;7,959286718
18,40741367;4,211678391;2,600704697;-0,924456635;5,035525778
18,41743367;1,605826097;1,925968171;-1,640095459;2,996321739
18,42745367;0,122601494;2,437843369;-2,724880847;3,658290181
18,43747367;-0,846163587;1,895753853;-2,417751313;3,186753348
18,44749367;-2,476804244;1,085019861;-1,974549323;3,34823422
18,45751367;-3,330660574;1,538477867;-1,572466124;3,991599143
18,46753367;-3,36592864;0,262951042;-1,189392222;3,579563203
18,47755367;-3,776669812;-1,444884995;-0,597820059;4,087580744
18,48757367;-3,379404134;-2,357072856;0,15070789;4,122969514
18,49759367;-2,313473823;-3,527437508;0,470345057;4,244549561
18,50761367;-2,439924101;-4,354797472;0,539572582;5,020819576
18,51763367;-2,185815072;-3,89852871;1,360354575;4,671924465
18,52765367;-0,91353696;-4,435155757;2,026967419;4,961224978
18,53767367;-0,83353594;-4,430030673;2,345004203;5,081239872
18,54769367;-0,685692308;-2,981118701;2,684294153;4,069726987
18,55771367;0,153002192;-2,426158878;2,672410272;3,612676741
18,56773367;0,871911801;-1,843435307;2,588116812;3,294970796
18,57775367;1,661261502;-1,323185141;2,367194825;3,180286156
18,58777367;1,46608466;-1,022992013;1,78122254;2,52362252
18,59779367;0,584409032;-0,917386621;1,21684183;1,632126272
18,60781367;0,225116048;-0,624410711;1,035535314;1,229999739
18,61783367;0,361204438;-0,067442955;0,919341783;0,990053793
18,62785367;0,62127865;0,591635313;0,472802349;0,979572134
18,63787367;0,844469503;0,821318622;-0,09042836;1,181469554
18,64789367;0,533446746;0,797530979;-0,699271443;1,187266459
